"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
lengthresponse,followup_2_weeks,,dropdown,"How long did it take the patient to respond after volunteer sent text/email?","1, within 1 day  | 2, within 1 week  | 3, within 2 weeks | 4, within 1 month  | 5, more than 1 month",,,,,,"[contacttype1] = '2' or [contacttype2] = '2' or [contacttype3] = '2' or [contacttype1] = '3' or [contacttype2] = '3' or [contacttype3] = '3'",,,,,,
patientresponse,followup_2_weeks,,checkbox,"Which method of communication did the patient respond to?","1, Call  | 2, Text  | 3, Email",,,,,,,,,,,,
notes_reach,followup_2_weeks,,notes,"Notes about reaching the patient ",,,,,,,,,,,,,
food_ref_c,followup_2_weeks,"Connection Status",radio,[food_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[food_ref] != """"",,,,connection_status,,
food_ref_2c,followup_2_weeks,,radio,[food_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[food_ref_2] != """"",,,,connection_status,,
food_ref_3c,followup_2_weeks,,radio,[food_ref_3],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[food_ref_3] != """"",,,,connection_status,,
clothing_ref_c,followup_2_weeks,,radio,[clothing_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[clothing_ref] != """"",,,,connection_status,,
clothing_ref_2c,followup_2_weeks,,radio,[clothing_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[clothing_ref_2] != """"",,,,connection_status,,
transport_ref_c,followup_2_weeks,,radio,[transport_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[transport_ref] != """"",,,,connection_status,,
transport_ref_2c,followup_2_weeks,,radio,[transport_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[transport_ref_2] != """"",,,,connection_status,,
housing_ref_c,followup_2_weeks,,radio,[housing_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[housing_ref] != """"",,,,connection_status,,
housing_ref_2c,followup_2_weeks,,radio,[housing_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[housing_ref_2] != """"",,,,connection_status,,
housing_ref_3c,followup_2_weeks,,radio,[housing_ref_3],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[housing_ref_3] != """"",,,,connection_status,,
edu_ref_c,followup_2_weeks,,radio,[edu_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[edu_ref] != """"",,,,connection_status,,
youth_ref_c,followup_2_weeks,,radio,[youth_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[youth_ref] != """"",,,,connection_status,,
fin_ref_c,followup_2_weeks,,radio,[fin_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[fin_ref] != """"",,,,connection_status,,
fin_ref_2c,followup_2_weeks,,radio,[fin_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[fin_ref_2] != """"",,,,connection_status,,
medical_ref_c,followup_2_weeks,,radio,[medical_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[medical_ref] != """"",,,,connection_status,,
medical_ref_2c,followup_2_weeks,,radio,[medical_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[medical_ref_2] != """"",,,,connection_status,,
medical_ref_3c,followup_2_weeks,,radio,[medical_ref_3],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[medical_ref_3] != """"",,,,connection_status,,
social_ref_c,followup_2_weeks,,radio,[social_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[social_ref] != """"",,,,connection_status,,
criminal_ref_c,followup_2_weeks,,radio,[criminal_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[criminal_ref] != """"",,,,connection_status,,
violence_ref_c,followup_2_weeks,,radio,[violence_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[violence_ref] != """"",,,,connection_status,,
utilities_c,followup_2_weeks,,radio,[utilities],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[utilities] != """"",,,,connection_status,,
utilities_2c,followup_2_weeks,,radio,[utilities_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[utilities_2] != """"",,,,connection_status,,
food_ref_cc,followup_2_weeks,"Reasons for Not Connecting",checkbox,[food_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[food_ref_c] != '4' and [food_ref_c] != '8' and [food_ref_c] != ''",,,,connection_challenge,,
food_ref_2cc,followup_2_weeks,,checkbox,[food_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[food_ref_2c] != '4' and [food_ref_2c] != '8' and [food_ref_2c] != ''",,,,connection_challenge,,
food_ref_3cc,followup_2_weeks,,checkbox,[food_ref_3],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[food_ref_3c] != '4' and [food_ref_3c] != '8' and [food_ref_3c] != ''",,,,connection_challenge,,
clothing_ref_cc,followup_2_weeks,,checkbox,[clothing_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[clothing_ref_c] !='4' and [clothing_ref_c] != '8' and [clothing_ref_c] != ''",,,,connection_challenge,,
clothing_ref_2cc,followup_2_weeks,,checkbox,[clothing_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[clothing_ref_2c] !='4' and [clothing_ref_2c] != '8' and [clothing_ref_2c] != ''",,,,connection_challenge,,
transport_ref_cc,followup_2_weeks,,checkbox,[transport_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[transport_ref_c] != '4' and [transport_ref_c] != '8' and [transport_ref_c] != ''",,,,connection_challenge,,
transport_ref_2cc,followup_2_weeks,,checkbox,[transport_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[transport_ref_2c] != '4' and [transport_ref_2c] != '8' and [transport_ref_2c] != ''",,,,connection_challenge,,
housing_ref_cc,followup_2_weeks,,checkbox,[housing_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[housing_ref_c] =! '4' and [housing_ref_c] != '8' and [housing_ref_c] != ''",,,,connection_challenge,,
housing_ref_2cc,followup_2_weeks,,checkbox,[housing_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[housing_ref_2c] != '4' and [housing_ref_2c] != '8' and [housing_ref_2c] != ''",,,,connection_challenge,,
housing_ref_3cc,followup_2_weeks,,checkbox,[housing_ref_3],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[housing_ref_3c] != '4' and [housing_ref_3c] != '8' and [housing_ref_3c] != ''",,,,connection_challenge,,
edu_ref_cc,followup_2_weeks,,checkbox,[edu_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[edu_ref_c] != '4' and [edu_ref_c] != '8' and [edu_ref_c] != ''",,,,connection_challenge,,
youth_ref_cc,followup_2_weeks,,checkbox,[youth_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[youth_ref_c] != '4' and [youth_ref_c] != '8' and [youth_ref_c] != ''",,,,connection_challenge,,
fin_ref_cc,followup_2_weeks,,checkbox,[fin_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[fin_ref_c] != '4' and [fin_ref_c] != '8' and [fin_ref_c] != ''",,,,connection_challenge,,
fin_ref_2cc,followup_2_weeks,,checkbox,[fin_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[fin_ref_2c] != '4' and [fin_ref_2c] != '8' and [fin_ref_2c] != ''",,,,connection_challenge,,
medical_ref_cc,followup_2_weeks,,checkbox,[medical_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[medical_ref_c] != '4' and [medical_ref_c] != '8' and [medical_ref_c] != ''",,,,connection_challenge,,
medical_ref_2cc,followup_2_weeks,,checkbox,[medical_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[medical_ref_2c] != '4' and [medical_ref_2c] != '8' and [medical_ref_2c] != ''",,,,connection_challenge,,
medical_ref_3cc,followup_2_weeks,,checkbox,[medical_ref_3],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[medical_ref_3c] != '4' and [medical_ref_3c] != '8' and [medical_ref_3c] != ''",,,,connection_challenge,,
social_ref_cc,followup_2_weeks,,checkbox,[social_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[social_ref_c] != '4' and [social_ref_c] != '8' and [social_ref_c] != ''",,,,connection_challenge,,
criminal_ref_cc,followup_2_weeks,,checkbox,[criminal_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[criminal_ref_c] != '4' and [criminal_ref_c] != '8' and [criminal_ref_c] != ''",,,,connection_challenge,,
violence_ref_cc,followup_2_weeks,,checkbox,[violence_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[violence_ref_c] != '4' and [violence_ref_c] != '8' and [violence_ref_c] != ''",,,,connection_challenge,,
utilities_cc,followup_2_weeks,,checkbox,[utilities],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[utilities_c] != '4' and [utilities_c] != '8' and [utilities_c] != ''",,,,connection_challenge,,
utilities_2cc,followup_2_weeks,,checkbox,[utilities_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[utilities_2c] != '4' and [utilities_2c] != '8' and [utilities_2c] != ''",,,,connection_challenge,,
food_ref_e,followup_2_weeks,"Ease of Use",radio,[food_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_c] = '4' or [food_ref_c] = '8'",,,,ease_of_use,,
food_ref_2e,followup_2_weeks,,radio,[food_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_2c] = '4' or [food_ref_2c] = '8'",,,,ease_of_use,,
food_ref_3e,followup_2_weeks,,radio,[food_ref_3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_3c] = '4' or [food_ref_3c] = '8'",,,,ease_of_use,,
clothing_ref_e,followup_2_weeks,,radio,[clothing_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[clothing_ref_c] ='4' or [clothing_ref_c] = '8'",,,,ease_of_use,,
clothing_ref_2e,followup_2_weeks,,radio,[clothing_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[clothing_ref_2c] ='4' or [clothing_ref_2c] = '8'",,,,ease_of_use,,
transport_ref_e,followup_2_weeks,,radio,[transport_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[transport_ref_c] = '4' or [transport_ref_c] = '8'",,,,ease_of_use,,
transport_ref_2e,followup_2_weeks,,radio,[transport_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[transport_ref_2c] = '4' or [transport_ref_2c] = '8'",,,,ease_of_use,,
housing_ref_e,followup_2_weeks,,radio,[housing_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[housing_ref_c] = '4' or [housing_ref_c] = '8'",,,,ease_of_use,,
housing_ref_2e,followup_2_weeks,,radio,[housing_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[housing_ref_2c] = '4' or [housing_ref_2c] = '8'",,,,ease_of_use,,
housing_ref_3e,followup_2_weeks,,radio,[housing_ref_3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[housing_ref_3c] = '4' or [housing_ref_3c] = '8'",,,,ease_of_use,,
edu_ref_e,followup_2_weeks,,radio,[edu_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[edu_ref_c] = '4' or [edu_ref_c] = '8'",,,,ease_of_use,,
youth_ref_e,followup_2_weeks,,radio,[youth_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[youth_ref_c] = '4' or [youth_ref_c] = '8'",,,,ease_of_use,,
fin_ref_e,followup_2_weeks,,radio,[fin_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[fin_ref_c] = '4' or [fin_ref_c] = '8'",,,,ease_of_use,,
